Config Number,t2,a,w2,t3,w1,t1,Mass (kg),Max Von Mises Stress (MPa),Max Displacement (mm)
710,48,108,240,48,180,50,427.014 kg,4.71688 MPa,0.0191028 mm
711,48,108,240,48,180,60,457.254 kg,5.84996 MPa,0.0168696 mm
712,48,108,240,60,120,40,404.838 kg,3.52722 MPa,0.0259358 mm
713,48,108,240,60,120,50,424.998 kg,3.67207 MPa,0.0223667 mm
714,48,108,240,60,120,60,445.158 kg,2.72577 MPa,0.0194672 mm
715,48,108,240,60,150,40,424.998 kg,3.48573 MPa,0.0234711 mm
716,48,108,240,60,150,50,450.198 kg,3.63956 MPa,0.0200173 mm
717,48,108,240,60,150,60,475.398 kg,2.45132 MPa,0.0174264 mm
718,48,108,240,60,180,40,445.158 kg,4.73493 MPa,0.0214913 mm
719,48,108,240,60,180,50,475.398 kg,2.72401 MPa,0.0183669 mm
720,48,108,240,60,180,60,505.638 kg,3.01703 MPa,0.015954 mm
721,48,108,240,72,120,40,453.222 kg,2.99497 MPa,0.0224168 mm
722,48,108,240,72,120,50,473.382 kg,2.63928 MPa,0.0194594 mm
723,48,108,240,72,120,60,493.542 kg,2.38759 MPa,0.0170794 mm
724,48,108,240,72,150,40,473.382 kg,2.72893 MPa,0.0202959 mm
725,48,108,240,72,150,50,498.582 kg,2.22674 MPa,0.017492 mm
726,48,108,240,72,150,60,523.782 kg,1.96339 MPa,0.0153279 mm
727,48,108,240,72,180,40,493.542 kg,2.58941 MPa,0.0186567 mm
728,48,108,240,72,180,50,523.782 kg,2.43243 MPa,0.0160395 mm
729,48,108,240,72,180,60,554.022 kg,2.68957 MPa,0.0139857 mm
